HHid,Country,Region,Village,Latitude,Longitude,HHsizemembers,HHsizeMAE,HouseholdType,Head_EducationLevel,LandOwned,LandCultivated,LivestockHoldings,WorstFoodSecMonth,BestFoodSecMonth,NrofMonthsFoodInsecure,score_PPI,HFIAS_status,score_HDDSGoodSeason,HDDS_farmbasedGoodSeason,HDDS_purchasedGoodSeason,score_HDDSBadSeason,HDDS_farmbasedBadSeason,HDDS_purchasedBadSeason,total_income,offfarm_income,farm_income,valuefarmproduce,cropsales,valuecropproduce,valuecropconsumed,livestockprodsales,valuelivestockproduction,valuelivestockprodconsumed,FoodAvailability,FoodSelfSufficiency,TotalEnergyAvailable,FAEnergyBought,FAEnergyOffFarm,FAEnergyCropConsumption,FAEnergyCropSales,FAEnergyLivestockConsumption,FAEnergyLivestockSales,FAEnergyFarmBased,FAMarketOrientation,FALivestockOrientation,GHGEmissions,Gender_MaleControl,Gender_FemaleControl,Gender_MaleYouthControl,Gender_FemaleYouthControl,NFertInput,CropDiv,LivestockDiv
4168,Cambodia,OuYaDav,Le,13.52,107.43,4,3.3,together,illiterate,2,2,0.99,NA,NA,NA,43,SeverelyFI,3,2,1,NA,NA,NA,767.5,0,767.5,768.3461538,767.5,767.5,0,0,0.846153846,0.846153846,3.670665006,1.070983811,11053290,11052000,0,0,11052000,1290,0,11053290,0.999883293,0.000116707,3926.899158,0.179248893,0.820751107,NA,NA,0,5,2
4169,Cambodia,OuYaDav,KaTe,13.46,107.05,4,2.8,together,illiterate,5.3,4.5,0,NA,NA,NA,68,FoodSecure,6,2.5,3.5,NA,NA,NA,2100,420,1680,1680,1680,1680,0,0,0,0,11.83561644,0,30240000,30240000,6048000,0,24192000,0,0,24192000,0.8,0,3920.356,1,0,NA,NA,2,6,0
4170,Cambodia,OuYaDav,KaTe,13.46,107.05,7,4.6,together,primary,5.5,7.5,0.33,NA,NA,NA,56,FoodSecure,3,0.5,2.5,NA,NA,NA,2650.038462,0,2650.038462,2650.038462,2637.5,2637.5,0,12.53846154,12.53846154,0,9.091257617,0,38160553.85,38160553.85,0,0,37980000,0,180553.8462,38160553.85,1,0.004731426,4931.904763,0.997634287,0.002365713,NA,NA,0,8,1
4171,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,4,3.05,together,literate,2.4,2.4,6.27,NA,NA,NA,57,FoodSecure,5,2,3,NA,NA,NA,1959.555556,0,1959.555556,3063.017094,1880,1880,0,79.55555556,1183.017094,1103.461538,10.54382035,1012.50393,29344770,28217600,0,0,27072000,1127170,1145600,29344770,0.961588726,0.077450599,25688.83464,1,0,NA,NA,0,7,3
4172,Cambodia,OuYaDav,KaTe,13.52,107.43,5,3.3,together,literate,8,8,8.75,NA,NA,NA,58,ModeratelyFI,10,3,7,NA,NA,NA,4820,0,4820,4833.605769,4820,4820,0,0,13.60576923,13.60576923,23.34354504,734.9522623,70293250,69408000,0,0,69408000,885250,0,70293250,0.98740633,0.01259367,26774.36901,0.5,0.5,NA,NA,0,9,4
4173,Cambodia,OuYaDav,KaTe,13.46,107.05,7,4.3,together,literate,10,7.5,4.42,NA,NA,NA,35,ModeratelyFI,4,1.5,2.5,NA,NA,NA,4150,0,4150,4177.211538,4150,4150,0,0,27.21153846,27.21153846,15.40159286,428.161835,60432000,59760000,0,0,59760000,672000,0,60432000,0.988880064,0.011119936,13544.95092,0.5,0.5,NA,NA,0,4,4
4174,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,5,3.8,together,illiterate,6,6,2.34,NA,NA,NA,66,ModeratelyFI,3,0,3,NA,NA,NA,5725,0,5725,6102.538462,5725,6100,375,0,2.538461538,2.538461538,25.3334881,3896.085076,87843870,82440000,0,5400000,82440000,3870,0,87843870,0.938483243,4.41E-05,11987.4558,0.5,0.5,NA,NA,0,4,3
4175,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,2,1.8,together,illiterate,7,7,7.65,NA,NA,NA,72,SeverelyFI,3,0,3,NA,NA,NA,5372.5,0,5372.5,5376.730769,5372.5,5372.5,0,0,4.230769231,4.230769231,47.1052968,9.817351598,77370450,77364000,0,0,77364000,6450,0,77370450,0.999916635,8.34E-05,11566.05439,0.5,0.5,NA,NA,0,4,3
4176,Cambodia,OuYaDav,KaTe,13.46,107.05,6,3.8,together,primary,11,6,2.08,NA,NA,NA,28,FoodSecure,2,0.5,1.5,NA,NA,NA,1374.384615,0,1374.384615,1655.894231,1365,1615,250,9.384615385,40.89423077,31.50961538,7.033062858,3313.631579,24387145.46,19791138.46,0,3600000,19656000,996007,135138.4615,24387145.46,0.811539772,0.046382856,8710.255469,0.922600619,0.077399381,NA,NA,2,9,6
4177,Cambodia,OuYaDav,Soamkaninh,13.46,107.05,6,4.35,together,illiterate,3.5,2.5,1.75,NA,NA,NA,51,FoodSecure,5,1,4,NA,NA,NA,812.5,0,812.5,966.7307692,812.5,962.5,150,0,4.230769231,4.230769231,3.493358526,1364.478035,13866450,11700000,0,2160000,11700000,6450,0,13866450,0.843763184,0.000465151,9017.031843,0.922077922,0.077922078,NA,NA,0,6,3
4178,Cambodia,OuYaDav,Soamkaninh,13.52,107.43,3,1.8,together,primary,5,3,0,NA,NA,NA,67,FoodSecure,8,0,8,NA,NA,NA,5512,2756,2756,2756,2756,2756,0,0,0,0,48.32438356,0,79372800,79372800,39686400,0,39686400,0,0,39686400,0.5,0,2097.92,1,0,NA,NA,0,3,0
4179,Cambodia,OuYaDav,SoamTrork,13.52,107.43,3,2.55,together,illiterate,4,4,1.7,NA,NA,NA,46,SeverelyFI,4,1.5,2.5,NA,NA,NA,1239.925,0,1239.925,1239.925,1239.925,1239.925,0,0,0,0,7.673347301,0,17854920,17854920,0,0,17854920,0,0,17854920,1,0,10675.91062,1,0,NA,NA,0,6,2
4180,Cambodia,OuYaDav,SoamTrork,13.46,107.05,7,5.15,together,illiterate,4,4,0,NA,NA,NA,21,SeverelyFI,3,1.5,1.5,NA,NA,NA,1515.2375,303.0475,1212.19,1212.19,1212.19,1212.19,0,0,0,0,4.643047214,0,21819420,21819420,4363884,0,17455536,0,0,17455536,0.8,0,1296.4192,0.762879931,0.237120069,NA,NA,0,5,0
4181,Cambodia,OuYaDav,Le,13.52,107.43,5,4.3,together,illiterate,1,1,0.9,NA,NA,NA,31,FoodSecure,2,2,0,NA,NA,NA,1465.065,0,1465.065,1465.065,1465.065,1465.065,0,0,0,0,5.376727875,0,21096936,21096936,0,0,21096936,0,0,21096936,1,0,5194.79496,0.5,0.5,NA,NA,0,1,1
4182,Cambodia,OuYaDav,SoamKuol,13.52,107.43,6,4.1,together,literate,0,3.5,1.34,NA,NA,NA,43,SeverelyFI,6,1,5,NA,NA,NA,663.965,0,663.965,663.965,659.965,659.965,0,4,4,0,2.55558864,0,9561096,9561096,0,0,9503496,0,57600,9561096,1,0.006024414,4130.553627,0.5,0.5,NA,NA,0,4,2
4183,Cambodia,OuYaDav,Le,13.46,107.05,4,2.8,together,illiterate,0,4,0,NA,NA,NA,37,SeverelyFI,5,1.5,3.5,NA,NA,NA,2866.585,0,2866.585,2866.585,2866.585,2866.585,0,0,0,0,16.1560955,0,41278824,41278824,0,0,41278824,0,0,41278824,1,0,4428.7568,0.5,0.5,NA,NA,0,6,0
4184,Cambodia,Lumphat,Prouk,13.46,107.05,6,3.3,together,illiterate,15,12,0.2,NA,NA,NA,61,FoodSecure,10,1.5,8.5,NA,NA,NA,9388.888889,938.8888889,8450,8975.384615,8450,8950,500,0,25.38461538,25.38461538,47.30218348,6009.713574,142438700,135200000,13520000,7200000,121680000,38700,0,128918700,0.854262219,0.000271696,11312.71939,0.5,0.5,NA,NA,0,7,1
4185,Cambodia,Lumphat,Prouk,13.46,107.05,11,7.7,together,illiterate,8,8,8.1,NA,NA,NA,34,ModeratelyFI,7,0.5,6.5,NA,NA,NA,3444.444444,344.4444444,3100,3115.298077,3100,3100,0,0,15.29807692,15.29807692,7.107429995,120.4696673,49938580,49600000,4960000,0,44640000,338580,0,44978580,0.893898064,0.006779928,46375.05018,0.5,0.5,NA,NA,0,4,3
4186,Cambodia,Lumphat,Prouk,13.46,107.05,7,4.6,together,illiterate,11,11,0.03,NA,NA,NA,35,ModeratelyFI,6,1,5,NA,NA,NA,4250,425,3825,3826.692308,3825,3825,0,0,1.692307692,1.692307692,14.58072186,1.536628946,61202580,61200000,6120000,0,55080000,2580,0,55082580,0.89996206,4.22E-05,6749.651933,0.5,0.5,NA,NA,0,4,1
4187,Cambodia,Lumphat,Prouk,13.46,107.05,4,2.8,together,literate,10,10,10.9,NA,NA,NA,47,MildlyFI,5,2,3,NA,NA,NA,4508.08642,450.808642,4057.277778,4234.200855,3637.5,3797.5,160,419.7777778,436.7008547,16.92307692,25.95156338,1359.882583,66306244.44,64916444.44,6491644.444,1364000,52380000,25800,6044800,59814600,0.881135713,0.091553971,51793.93569,0.5,0.5,NA,NA,0,4,3
4188,Cambodia,Lumphat,Prouk,13.52,107.43,8,5.05,together,literate,17,17,0.11,NA,NA,NA,28,FoodSecure,9,2,7,NA,NA,NA,315,31.5,283.5,1160.192308,283.5,1158.5,875,0,1.692307692,1.692307692,3.719209006,6837.15177,17138580,4536000,453600,12600000,4082400,2580,0,16684980,0.238199431,0.000150538,1334.477318,0.5,0.5,NA,NA,0,2,2
4189,Cambodia,Lumphat,Prouk,13.46,107.05,5,4.15,together,illiterate,7.5,7.5,0,NA,NA,NA,55,ModeratelyFI,1,0.5,0.5,NA,NA,NA,1115,0,1115,2015,1115,2015,900,0,0,0,7.662254497,8555.867305,29016000,16056000,0,12960000,16056000,0,0,29016000,0.553349876,0,1621.12,0.5,0.5,NA,NA,0,10,0
4190,Cambodia,Lumphat,Prouk,13.46,107.05,1,0.5,together,literate,8,5,0.01,NA,NA,NA,62,ModeratelyFI,5,0.5,4.5,NA,NA,NA,393.75,78.75,315,569.2307692,315,565,250,0,4.230769231,4.230769231,20.33194521,19761.36986,9276450,5670000,1134000,3600000,4536000,6450,0,8142450,0.488980159,0.000695309,978.4173109,0.5,0.5,NA,NA,0,2,1
4191,Cambodia,Lumphat,Prouk,13.52,107.43,5,4.4,together,literate,10,5,0.5,NA,NA,NA,62,MildlyFI,5,1.5,3.5,NA,NA,NA,481080,0,481080,2850,481050,2820,NA,30,30,0,1729.900872,11207.97011,6945552000,6927552000,0,1.80E+07,6927120000,0,432000,6945552000,0.997408413,6.22E-05,4990.118486,0.5,0.5,NA,NA,0,5,1
4192,Cambodia,Lumphat,Prouk,13.52,107.43,4,3.1,together,illiterate,19,10,0.2,NA,NA,NA,68,FoodSecure,5,1.5,3.5,NA,NA,NA,5110,0,5110,5114.230769,5110,5110,0,0,4.230769231,4.230769231,26.01518338,5.700397702,73590450,73584000,0,0,73584000,6450,0,73590450,0.999912353,8.76E-05,9052.687394,0.5,0.5,NA,NA,0,8,1
4193,Cambodia,Lumphat,Prouk,13.46,107.05,5,3.3,together,literate,8,8,7.4,NA,NA,NA,53,MildlyFI,7,1.5,5.5,NA,NA,NA,6200,3100,3100,3108.461538,3090,3090,0,10,18.46153846,8.461538462,29.83550021,466.7081777,89842150,89280000,44640000,0,44496000,562150,144000,45202150,0.496871457,0.007859896,49245.88931,0.5,0.5,NA,NA,0,8,3
4194,Cambodia,Lumphat,Prouk,13.52,107.43,5,3.3,together,illiterate,5,5,0.03,NA,NA,NA,36,SeverelyFI,6,0,6,NA,NA,NA,1138.888889,113.8888889,1025,1200,1025,1200,175,0,0,0,6.283105023,2092.154421,18920000,16400000,1640000,2520000,14760000,0,0,17280000,0.78012685,0,1445.251933,0.5,0.5,NA,NA,0,3,1
4195,Cambodia,Lumphat,Prouk,13.46,107.05,5,3.9,together,illiterate,8.5,8.5,0.63,NA,NA,NA,56,MildlyFI,8,1.5,6.5,NA,NA,NA,3056.888889,0,3056.888889,4058.581197,2950,3950,1000,106.8888889,108.5811966,1.692307692,16.41637654,10117.72392,58421780,44019200,0,14400000,42480000,2580,1539200,58421780,0.753472421,0.0263905,6294.411749,0.5,0.5,NA,NA,0,4,2
4196,Cambodia,Lumphat,Prouk,13.46,107.05,9,7.1,together,illiterate,20,20,0.25,NA,NA,NA,54,SeverelyFI,9,3,6,NA,NA,NA,4781.25,956.25,3825,3836.846154,3825,3825,0,0,11.84615385,11.84615385,10.62983755,6.968936909,68868060,68850000,13770000,0,55080000,18060,0,55098060,0.799790208,0.000262241,5889.072771,0.016339869,0.983660131,NA,NA,0,8,2
4197,Cambodia,Lumphat,Prouk,13.52,107.43,7,6,together,illiterate,2,2,0.03,NA,NA,NA,45,SeverelyFI,2,1.5,0.5,NA,NA,NA,466.6666667,46.66666667,420,421.6923077,420,420,0,0,1.692307692,1.692307692,1.227868493,1.178082192,6722580,6720000,672000,0,6048000,2580,0,6050580,0.899654597,0.000383781,1028.051933,0.000213203,0.999786797,NA,NA,0,6,1
4198,Cambodia,Lumphat,Prouk,13.52,107.43,4,2.8,together,primary,3,3,0.07,NA,NA,NA,40,SeverelyFI,3,0.5,2.5,NA,NA,NA,1555.4,1088.78,466.62,470.8507692,466.62,466.62,0,0,4.230769231,4.230769231,8.768771037,6.311154599,22404210,22397760,15678432,0,6719328,6450,0,6725778,0.299913632,0.000287892,1245.926368,0.999683428,0.000316572,NA,NA,0,1,1
4199,Cambodia,Lumphat,Prouk,13.52,107.43,8,5.05,together,illiterate,3,3,0.42,NA,NA,NA,27,SeverelyFI,5,2,3,NA,NA,NA,13381.25,2676.25,10705,13362.83654,10705,13345,2640,0,17.83653846,17.83653846,49.82947511,20035.50793,229620450,192690000,38538000,36588000,154152000,342450,0,191082450,0.671333934,0.001491374,7500.44765,0.5,0.5,NA,NA,0,6,2
4200,Cambodia,Lumphat,Prouk,13.52,107.43,8,5.4,together,primary,10,10,6.4,NA,NA,NA,37,SeverelyFI,5,1.5,3.5,NA,NA,NA,2045.486111,409.0972222,1636.388889,1698.884615,1636.388889,1695.5,59.1111111,0,3.384615385,3.384615385,6.034471841,141.9888382,29734860,29455000,5891000,274700,23564000,5160,0,23843860,0.792470521,0.000173534,44260.00727,0.5,0.5,NA,NA,0,8,2
4201,Cambodia,Lumphat,Prouk,13.46,107.05,3,2.3,together,primary,2,2,0.6,NA,NA,NA,63,FoodSecure,7,0,7,NA,NA,NA,2312.5,462.5,1850,1890,1850,1890,40,0,0,0,16.02906492,406.1941632,33641000,33300000,6660000,341000,26640000,0,0,26981000,0.791890847,0,4373.678651,1,0,NA,NA,0,2,1
4202,Cambodia,Lumphat,Prouk,13.46,107.05,4,2.5,together,literate,5,2.6,0,NA,NA,NA,41,ModeratelyFI,8,2,6,NA,NA,NA,1664.444444,166.4444444,1498,1810.5,1498,1810.5,312.5,0,0,0,12.47912329,4931.506849,28468000,23968000,2396800,4500000,21571200,0,0,26071200,0.757735001,0,2252.88,0.5,0.5,NA,NA,0,6,0
4203,Cambodia,Lumphat,Prouk,13.52,107.43,5,3.8,together,literate,10,4,6.8,NA,NA,NA,58,MildlyFI,9,0.5,8.5,NA,NA,NA,1181.25,236.25,945,945,945,945,0,0,0,0,4.90555155,0,17010000,17010000,3402000,0,13608000,0,0,13608000,0.8,0,50729.9632,0.5,0.5,NA,NA,0,5,2
4204,Cambodia,Lumphat,Prouk,13.52,107.43,3,2.8,together,secondary,3,3,6.3,NA,NA,NA,58,MildlyFI,9,0.5,8.5,NA,NA,NA,3570,1785,1785,1980,1785,1980,195,0,0,0,23.80166341,9202.78865,60813250,51408000,25704000,8856000,25704000,549250,0,35109250,0.422671046,0.009031749,39457.69803,0.5,0.5,NA,NA,0,4,1
4205,Cambodia,Lumphat,Prouk,13.52,107.43,2,1.8,together,secondary,5,5,0.08,NA,NA,NA,70,FoodSecure,6,0,6,NA,NA,NA,1312.5,262.5,1050,1058.461538,1050,1050,0,0,8.461538462,8.461538462,11.5147032,19.6347032,18912900,18900000,3780000,0,15120000,12900,0,15132900,0.799454341,0.000682074,2607.745455,0.5,0.5,NA,NA,0,3,2
4206,Cambodia,Lumphat,Prouk,13.46,107.05,8,4.8,together,primary,3.54,3.5,0,NA,NA,NA,21,MildlyFI,5,0,5,NA,NA,NA,1200,240,960,1000,960,1000,40,0,0,0,4.023059361,194.6347032,17621000,17280000,3456000,341000,13824000,0,0,14165000,0.784518472,0,596,0.98796329,0.01203671,NA,NA,0,6,0
4207,Cambodia,Lumphat,Prouk,13.52,107.43,9,6.15,together,primary,3.66,3.5,0.05,NA,NA,NA,41,MildlyFI,5,0,5,NA,NA,NA,1512.5,302.5,1210,1210,1210,1210,0,0,0,0,3.881055797,0,21780000,21780000,4356000,0,17424000,0,0,17424000,0.8,0,1244.566554,0.5,0.5,NA,NA,0,6,1
4208,Cambodia,Lumphat,Prouk,13.52,107.43,9,6.8,together,illiterate,10,6,0.1,NA,NA,NA,42,FoodSecure,5,2,3,NA,NA,NA,3842.5,768.5,3074,3082.461538,3050,3050,0,24,32.46153846,8.461538462,8.919403707,5.197421434,55344900,55332000,11066400,0,43920000,12900,345600,44278500,0.799813533,0.006477562,3200.839697,0.003902571,0.996097429,NA,NA,0,6,1
4209,Cambodia,Lumphat,Prouk,13.46,107.05,5,4.6,together,illiterate,4.5,2.5,7.75,NA,NA,NA,49,SeverelyFI,7,0.5,6.5,NA,NA,NA,1220,0,1220,1222.538462,1220,1220,0,0,2.538461538,2.538461538,4.317122096,329.434187,18121120,17568000,0,0,17568000,553120,0,18121120,0.9694765,0.0305235,59055.33642,0.172093238,0.827906762,NA,NA,0,6,2
4210,Cambodia,Lumphat,Prouk,13.52,107.43,7,5.6,together,illiterate,8,4,0.83,NA,NA,NA,46,FoodSecure,5,1.5,3.5,NA,NA,NA,1435,0,1435,1437.538462,1435,1435,0,0,2.538461538,2.538461538,4.259563601,539.3199609,21766370,20664000,0,0,20664000,1102370,0,21766370,0.94935444,0.05064556,6586.316749,1,0,NA,NA,0,6,2
4211,Cambodia,Lumphat,Prouk,13.46,107.05,6,3.85,single,illiterate,1.65,1.65,0.1,NA,NA,NA,30,SeverelyFI,1,0,1,NA,NA,NA,846.875,169.375,677.5,679.1923077,677.5,677.5,0,0,1.692307692,1.692307692,3.472002846,1.835972247,12197580,12195000,2439000,0,9756000,2580,0,9758580,0.799830786,0.000211517,486.5731086,0.000132191,0.999867809,NA,NA,0,2,1
4212,Cambodia,Lumphat,Prouk,13.52,107.43,6,5.1,together,primary,30,30,12.15,NA,NA,NA,48,MildlyFI,4,1,3,NA,NA,NA,3483.666667,0,3483.666667,3500.589744,3410,3410,0,73.66666667,90.58974359,16.92307692,10.7944217,37.46441042,50234540,50164800,0,0,49104000,69740,1060800,50234540,0.998611712,0.022505232,40241.76394,0.5,0.5,NA,NA,0,8,5
4213,Cambodia,Lumphat,Prouk,13.46,107.05,4,2.8,together,primary,3,3,0.1,NA,NA,NA,41,ModeratelyFI,1,0.5,0.5,NA,NA,NA,561.1111111,56.11111111,505,525,505,525,20,0,0,0,3.229158513,166.8297456,8250500,8080000,808000,170500,7272000,0,0,7442500,0.881401127,0,611.7331086,0.601578771,0.398421229,NA,NA,0,6,1
4214,Cambodia,Lumphat,Prouk,13.46,107.05,2,1.8,together,secondary,0,2,0.3,NA,NA,NA,41,SeverelyFI,4,1,3,NA,NA,NA,449,0,449,450.6923077,441,441,0,8,9.692307692,1.692307692,3.938009132,3.926940639,6468180,6465600,0,0,6350400,2580,115200,6468180,0.999601124,0.018209141,1663.799091,0.99089543,0.00910457,NA,NA,0,4,1
4215,Cambodia,Lumphat,Prouk,13.52,107.43,6,4.65,together,secondary,5.5,2.5,4.1,NA,NA,NA,55,FoodSecure,9,2,7,NA,NA,NA,4799.62963,3359.740741,1439.888889,1439.888889,1430,1430,0,9.888888889,9.888888889,0,16.41806844,323.6117248,69663916.67,69114666.67,48380266.67,0,20592000,549250,142400,21283650,0.297634715,0.009928382,28899.43275,0,1,NA,NA,0,6,2
4216,Cambodia,Lumphat,Prouk,13.52,107.43,5,3.9,together,secondary,4.02,4,0.05,NA,NA,NA,38,FoodSecure,6,0,6,NA,NA,NA,2155,0,2155,2177.538462,2155,2175,20,0,2.538461538,2.538461538,8.768913242,122.4938532,31206370,31032000,0,170500,31032000,3870,0,31206370,0.994412359,0.000124013,4057.686554,0.500062007,0.499937993,NA,NA,0,4,1
4217,Cambodia,Lumphat,Prouk,13.52,107.43,8,6.35,together,secondary,1.5,1.5,0,NA,NA,NA,34,MildlyFI,7,0.5,6.5,NA,NA,NA,520,260,260,260,260,260,0,0,0,0,1.292287779,0,7488000,7488000,3744000,0,3744000,0,0,3744000,0.5,0,154.96,0,1,NA,NA,0,3,0
4218,Cambodia,Lumphat,Prouk,13.52,107.43,5,3.3,together,primary,18.5,14.5,0.5,NA,NA,NA,66,FoodSecure,8,0.5,7.5,NA,NA,NA,3149.375,629.875,2519.5,2527.961538,2519.5,2519.5,0,0,8.461538462,8.461538462,15.06480697,10.70983811,45363900,45351000,9070200,0,36280800,12900,0,36293700,0.799772506,0.000284367,3964.998486,0.227192418,0.772807582,NA,NA,0,10,1
4219,Cambodia,Lumphat,Prouk,13.46,107.05,3,2.6,together,secondary,25,18,21.6,NA,NA,NA,66,FoodSecure,9,3,6,NA,NA,NA,10260,0,10260,10276.92308,10260,10260,0,0,16.92307692,16.92307692,62.51593256,605.9536354,148319050,147744000,0,0,147744000,575050,0,148319050,0.996122885,0.003877115,155657.8672,1,0,NA,NA,0,11,3
4220,Cambodia,Lumphat,Prouk,13.46,107.05,4,2.8,together,literate,5,3,0.05,NA,NA,NA,42,ModeratelyFI,5,0,5,NA,NA,NA,766.5625,153.3125,613.25,615.7884615,613.25,613.25,0,0,2.538461538,2.538461538,4.321866928,3.786692759,11042370,11038500,2207700,0,8830800,3870,0,8834670,0.799719625,0.000350468,1256.486554,0.500219023,0.499780977,NA,NA,0,6,1
4221,Cambodia,Lumphat,Prouk,13.52,107.43,4,3.1,together,illiterate,3,1,1.9,NA,NA,NA,53,SeverelyFI,6,0.5,5.5,NA,NA,NA,1470,735,735,735,735,735,0,0,0,0,7.483163942,0,21168000,21168000,10584000,0,10584000,0,0,10584000,0.5,0,11862.86676,0,1,NA,NA,0,5,2
4222,Cambodia,Lumphat,Prouk,13.52,107.43,7,5.6,together,illiterate,2,2,0.02,NA,NA,NA,32,SeverelyFI,5,0.5,4.5,NA,NA,NA,1166.666667,116.6666667,1050,1050,1050,1050,0,0,0,0,3.287671233,0,16800000,16800000,1680000,0,15120000,0,0,15120000,0.9,0,2433.634622,0.5,0.5,NA,NA,0,1,1
4223,Cambodia,Lumphat,PaTang,13.46,107.05,9,7.45,together,illiterate,4.5,4.5,0.2,NA,NA,NA,33,SeverelyFI,5,1,4,NA,NA,NA,1718.666667,171.8666667,1546.8,1549.338462,1546.8,1546.8,0,0,2.538461538,2.538461538,3.64110251,1.42318654,24752670,24748800,2474880,0,22273920,3870,0,22277790,0.899859288,0.000156347,3251.005257,0.5,0.5,NA,NA,0.08,4,1
4224,Cambodia,Lumphat,PaTang,13.46,107.05,5,4.1,together,literate,4.06,4.06,0.63,NA,NA,NA,56,ModeratelyFI,7,0,7,NA,NA,NA,2561.111111,256.1111111,2305,2373.163462,2305,2305,0,0,68.16346154,68.16346154,10.47530104,1544.08286,39190720,36880000,3688000,0,33192000,2310720,0,35502720,0.846935193,0.058960897,5078.571749,0.5,0.5,NA,NA,0,4,2
4225,Cambodia,Lumphat,PaTang,13.46,107.05,4,2.8,together,illiterate,5.5,5.5,0.15,NA,NA,NA,43,ModeratelyFI,8,0,8,NA,NA,NA,2762.5,552.5,2210,2210,2210,2210,0,0,0,0,15.56947162,0,39780000,39780000,7956000,0,31824000,0,0,31824000,0.8,0,2041.059663,0.5,0.5,NA,NA,0,3,1
4226,Cambodia,Lumphat,PaTang,13.46,107.05,5,3.85,together,literate,1,0.6,0.05,NA,NA,NA,52,SeverelyFI,6,0,6,NA,NA,NA,58.33333333,5.833333333,52.5,52.5,52.5,52.5,0,0,0,0,0.239103362,0,840000,840000,84000,0,756000,0,0,756000,0.9,0,243.2865543,0.5,0.5,NA,NA,0,2,1
4227,Cambodia,Lumphat,PaTang,13.52,107.43,6,5.2,together,literate,7,7,0.6,NA,NA,NA,56,SeverelyFI,5,0.5,4.5,NA,NA,NA,2943.75,588.75,2355,2391.923077,2335,2355,20,20,36.92307692,16.92307692,8.974984194,103.4246575,42586300,42390000,8478000,170500,33624000,25800,288000,34108300,0.796312429,0.007368567,5133.478183,0.497499965,0.502500035,NA,NA,0,9,1
4228,Cambodia,Lumphat,PaTang,13.52,107.43,7,4.6,together,illiterate,5,5,0.7,NA,NA,NA,40,SeverelyFI,5,1.5,3.5,NA,NA,NA,4442.5,888.5,3554,3595.692308,3550,3590,40,4,5.692307692,1.692307692,15.32235378,204.6337105,64315580,63972000,12794400,341000,51120000,2580,57600,51521180,0.795726323,0.000935699,8776.892949,0.5,0.5,NA,NA,0,9,2
4229,Cambodia,Lumphat,PaTang,13.46,107.05,3,2.3,together,secondary,1,2,0.15,NA,NA,NA,50,SeverelyFI,6,0.5,5.5,NA,NA,NA,2681.25,536.25,2145,2148.384615,2145,2145,0,0,3.384615385,3.384615385,18.39912329,6.146515783,38615160,38610000,7722000,0,30888000,5160,0,30893160,0.799893099,0.000133626,4532.339663,0.5,0.5,NA,NA,0,2,1
4230,Cambodia,Lumphat,PaTang,13.46,107.05,3,2.3,together,secondary,3.5,6.5,0.78,NA,NA,NA,76,FoodSecure,6,1.5,4.5,NA,NA,NA,7372.222222,1474.444444,5897.777778,6029.691239,5700,5820,120,197.7777778,209.6912393,11.91346154,51.22878856,1615.747469,107516420,106160000,21232000,1023000,82080000,333420,2848000,86284420,0.789907253,0.029590085,12539.51144,0.5,0.5,NA,NA,0,7,2
4231,Cambodia,Lumphat,PaTang,13.46,107.05,4,2.8,together,illiterate,0,1,0.2,NA,NA,NA,51,MildlyFI,5,0,5,NA,NA,NA,1200,600,600,608.4615385,600,600,0,0,8.461538462,8.461538462,6.768258317,12.6223092,17292900,17280000,8640000,0,8640000,12900,0,8652900,0.499627015,0.000745971,620.4793943,0.5,0.5,NA,NA,0,1,1
4232,Cambodia,Lumphat,Prouk,13.52,107.43,7,5.1,together,literate,5,5,0.7,NA,NA,NA,31,ModeratelyFI,3,3,0,NA,NA,NA,2062.273611,412.4547222,1649.818889,3523.280427,1639.93,1679.93,40,9.888888889,1843.350427,1833.461538,6.65964867,695.9978512,30992340,29696740,5939348,341000,23614992,954600,142400,25052992,0.766556898,0.035395843,4203.427349,0.651000304,0.348999696,NA,NA,0,6,2
4233,Cambodia,Lumphat,PaTang,13.52,107.43,5,3.8,together,literate,3.5,6,0,NA,NA,NA,34,SeverelyFI,7,1.5,5.5,NA,NA,NA,9642.5,4821.25,4821.25,4821.25,4821.25,4821.25,0,0,0,0,40.04383562,0,138852000,138852000,69426000,0,69426000,0,0,69426000,0.5,0,7162.728,0.429349235,0.570650765,NA,NA,0,8,0
4234,Cambodia,Lumphat,PaTang,13.46,107.05,5,3.85,together,literate,8,8,5.7,NA,NA,NA,63,MildlyFI,4,3.5,0.5,NA,NA,NA,6475,0,6475,6511.586538,6475,6475,0,0,36.58653846,36.58653846,26.82556129,712.7201566,94241550,93240000,0,0,93240000,1001550,0,94241550,0.989372522,0.010627478,39901.44269,0.5,0.5,NA,NA,0,9,3
4235,Cambodia,Lumphat,PaTang,13.46,107.05,1,0.5,together,primary,1,1,0.3,NA,NA,NA,51,ModeratelyFI,3,0,3,NA,NA,NA,1200,0,1200,1242.8,1200,1242.8,42.8,0,0,0,38.67368767,1999.287671,17644870,17280000,0,364870,17280000,0,0,17644870,0.979321469,0,2317.10872,0.5,0.5,NA,NA,0,7,1
